948,-392,15460,-763,-92,-186,263018
880,-420,15476,-732,-102,-180,263019
896,-344,15492,-749,-82,-187,263021
792,-344,15664,-774,-99,-194,263022
872,-416,15692,-770,-89,-157,263024
1020,-348,15700,-755,-73,-182,263025
964,-396,15700,-777,-89,-177,263027
968,-372,15624,-766,-93,-149,263028
972,-384,15604,-754,-74,-184,263029
968,-348,15532,-762,-81,-193,263031
1064,-324,15408,-754,-55,-160,263032
976,-308,15484,-759,-65,-163,263034
932,-344,15544,-763,-74,-158,263035
976,-368,15636,-767,-64,-154,263037
884,-356,15596,-743,-58,-166,263038
840,-340,15620,-764,-85,-177,263039
900,-416,15700,-766,-86,-172,263041
920,-352,15376,-768,-65,-179,263042
1004,-364,15536,-762,-79,-168,263043
860,-376,15440,-738,-65,-190,263045
868,-420,15508,-751,-50,-174,263046
860,-360,15568,-762,-82,-182,263048
868,-324,15612,-761,-87,-189,263049
860,-408,15480,-761,-83,-165,263051
952,-436,15464,-768,-55,-152,263052
888,-364,15620,-758,-67,-170,263053
872,-352,15632,-755,-98,-194,263055
1020,-332,15568,-749,-116,-183,263056
900,-400,15536,-769,-94,-171,263058
936,-336,15696,-796,-94,-170,263059
912,-376,15612,-804,-68,-174,263060
920,-424,15692,-761,-63,-167,263062
948,-380,15632,-750,-88,-190,263063
928,-392,15580,-757,-76,-174,263064
860,-336,15500,-761,-48,-188,263066
940,-412,15492,-763,-83,-203,263067
836,-436,15520,-765,-94,-169,263069
924,-312,15448,-767,-85,-155,263070
932,-324,15480,-768,-95,-177,263072
880,-288,15460,-761,-119,-177,263073
920,-228,15560,-759,-63,-171,263074
952,-260,15544,-768,-66,-165,263076
804,-340,15568,-758,-99,-162,263077
912,-356,15656,-751,-99,-184,263079
932,-380,15508,-779,-65,-161,263080
952,-244,15376,-768,-56,-181,263082
876,-444,15512,-760,-65,-179,263083
952,-332,15616,-789,-81,-161,263084
944,-376,15480,-784,-78,-177,263086
860,-372,15504,-753,-70,-184,263087
900,-404,15468,-768,-96,-183,263089
836,-420,15540,-758,-76,-179,263090
944,-388,15552,-732,-54,-194,263091
1068,-352,15568,-773,-83,-177,263093
984,-396,15528,-770,-102,-172,263094
928,-344,15540,-742,-86,-160,263096
908,-356,15320,-752,-86,-161,263097
896,-400,15292,-767,-72,-179,263099
912,-260,15576,-757,-49,-183,263100
924,-316,15640,-750,-101,-168,263102
884,-368,15376,-755,-113,-170,263103
896,-360,15380,-755,-109,-174,263105
944,-360,15352,-789,-68,-184,263106
980,-332,15484,-744,-71,-197,263108
908,-320,15588,-767,-96,-182,263109
868,-368,15576,-778,-75,-187,263110
924,-372,15600,-771,-86,-171,263112
920,-292,15572,-780,-61,-164,263113
900,-348,15612,-776,-72,-156,263115
900,-324,15516,-773,-102,-185,263116
944,-316,15500,-772,-97,-171,263117
784,-396,15380,-750,-80,-183,263119
916,-372,15556,-760,-112,-190,263120
964,-352,15540,-761,-51,-176,263122
940,-308,15600,-771,-62,-157,263123
916,-260,15480,-750,-87,-183,263125
944,-352,15616,-753,-82,-177,263126
964,-272,15492,-783,-90,-171,263127
996,-388,15616,-783,-75,-170,263129
964,-400,15500,-751,-44,-174,263130
868,-432,15460,-757,-66,-176,263132
908,-264,15448,-770,-88,-173,263133
992,-332,15488,-769,-85,-158,263135
976,-388,15456,-793,-83,-167,263136
960,-272,15544,-786,-95,-162,263137
824,-360,15464,-767,-84,-167,263139
896,-336,15516,-740,-78,-194,263140
888,-416,15556,-779,-71,-196,263142
972,-372,15504,-776,-65,-183,263143
948,-344,15572,-747,-69,-163,263145
880,-328,15436,-766,-78,-161,263146
856,-400,15532,-773,-104,-173,263147
960,-432,15540,-772,-67,-174,263149
900,-264,15488,-772,-75,-174,263150
908,-312,15480,-767,-74,-153,263152
932,-348,15596,-758,-76,-177,263153
864,-356,15496,-763,-69,-163,263154
840,-308,15440,-749,-98,-169,263156
996,-392,15324,-756,-57,-173,263157
908,-384,15408,-770,-100,-172,263159
864,-468,15472,-775,-88,-159,263160
904,-400,15528,-765,-77,-182,263162
1024,-412,15492,-756,-77,-195,263163
972,-352,15528,-775,-79,-189,263164
948,-356,15560,-758,-76,-168,263166
920,-260,15448,-773,-98,-152,263167
848,-320,15568,-787,-67,-160,263169
932,-344,15580,-770,-63,-175,263170
932,-352,15536,-753,-88,-172,263171
1008,-328,15612,-766,-105,-174,263173
948,-316,15608,-776,-51,-166,263174
952,-308,15648,-768,-60,-174,263176
852,-292,15452,-774,-87,-206,263177
888,-328,15500,-759,-72,-183,263179
900,-384,15508,-734,-71,-155,263180
972,-416,15404,-762,-94,-175,263181
980,-396,15360,-774,-118,-203,263183
872,-352,15448,-762,-96,-185,263184
944,-308,15660,-774,-66,-177,263186
944,-352,15556,-767,-75,-165,263187
1024,-344,15620,-755,-83,-173,263188
900,-344,15580,-747,-65,-170,263190
812,-392,15444,-765,-83,-164,263191
904,-396,15484,-767,-103,-172,263193
916,-368,15528,-750,-66,-171,263194
1028,-296,15468,-759,-42,-158,263196
920,-388,15420,-770,-80,-168,263197
936,-448,15460,-787,-76,-174,263198
924,-380,15492,-787,-60,-168,263200
920,-376,15648,-767,-72,-195,263201
868,-348,15672,-742,-92,-183,263203
972,-368,15496,-757,-100,-161,263204
980,-340,15584,-772,-76,-144,263205
988,-316,15536,-753,-52,-160,263207
912,-424,15472,-780,-87,-176,263208
920,-368,15544,-776,-103,-165,263210
940,-388,15460,-759,-97,-177,263211
996,-420,15468,-761,-83,-180,263213
936,-372,15480,-764,-36,-169,263214
920,-472,15588,-755,-60,-192,263215
892,-396,15568,-756,-75,-187,263217
904,-300,15520,-781,-104,-200,263218
932,-360,15492,-786,-85,-177,263220
1016,-304,15484,-787,-71,-185,263221
932,-300,15528,-786,-87,-175,263222
924,-360,15552,-775,-77,-180,263224
864,-400,15572,-779,-80,-175,263225
924,-372,15456,-763,-62,-163,263227
952,-332,15576,-778,-67,-155,263228
952,-384,15548,-762,-82,-163,263230
840,-340,15592,-769,-81,-185,263231
928,-344,15424,-775,-83,-187,263232
868,-336,15484,-759,-87,-176,263234
956,-384,15548,-767,-76,-163,263235
888,-428,15556,-773,-61,-193,263237
912,-436,15600,-768,-70,-188,263238
932,-424,15632,-752,-74,-191,263239
948,-396,15680,-759,-89,-155,263241
912,-324,15504,-762,-93,-182,263242
976,-336,15508,-744,-76,-169,263244
908,-332,15508,-753,-70,-171,263245
952,-348,15584,-773,-113,-184,263246
860,-388,15520,-778,-82,-185,263248
748,-448,15460,-753,-79,-170,263249
836,-320,15524,-753,-67,-164,263251
936,-404,15592,-772,-63,-175,263252
928,-328,15524,-777,-86,-161,263254
980,-396,15540,-778,-91,-168,263255
1000,-304,15608,-764,-85,-175,263256
908,-320,15576,-758,-54,-160,263258
940,-408,15632,-787,-68,-145,263259
868,-396,15708,-771,-94,-156,263261
1000,-316,15484,-754,-85,-180,263262
1012,-268,15472,-749,-79,-176,263263
864,-372,15460,-765,-123,-196,263265
872,-276,15556,-777,-92,-202,263266
872,-292,15660,-754,-72,-196,263268
884,-320,15628,-740,-67,-159,263269
968,-340,15640,-780,-74,-154,263271
844,-384,15536,-777,-88,-172,263272
960,-440,15556,-780,-86,-178,263273
976,-384,15664,-778,-80,-165,263275
900,-336,15624,-766,-100,-173,263276
844,-352,15716,-751,-85,-193,263278
916,-348,15536,-762,-92,-199,263279
832,-328,15600,-777,-68,-199,263280
896,-300,15608,-775,-68,-177,263282
944,-304,15512,-758,-84,-172,263283
1016,-336,15516,-755,-88,-188,263285
992,-396,15552,-751,-75,-168,263286
920,-396,15508,-781,-76,-162,263288
1068,-332,15488,-758,-99,-170,263289
1000,-296,15476,-759,-85,-170,263290
892,-352,15440,-807,-41,-181,263292
1024,-312,15632,-782,-70,-191,263293
952,-328,15512,-760,-94,-197,263295
924,-300,15460,-756,-58,-193,263296
892,-324,15648,-752,-77,-156,263297
840,-252,15568,-751,-80,-176,263299
880,-304,15520,-780,-94,-178,263300
896,-384,15576,-779,-94,-169,263302
936,-276,15468,-758,-102,-186,263303
920,-400,15496,-745,-65,-199,263305
900,-292,15472,-770,-42,-171,263306
944,-268,15496,-758,-79,-150,263308
